GeneID	GeneSymbol	Alias
150094	SIK1	MSK|SIK|SNF1LK
151742	PPM1L	PP2C-epsilon|PP2CE|PPM1-LIKE
152573	SHISA3	hShisa3
153090	DAB2IP	AF9Q34|AIP-1|AIP1|DIP1/2
159989	CCDC67	-
160492	LMNTD1	IFLTD1|PAS1C1
160728	SLC5A8	AIT|SMCT|SMCT1
164656	TMPRSS6	IRIDA
167465	ZNF366	DCSCRIPT
170692	ADAMTS18	ADAMTS21|KNO2|MMCAT
171023	ASXL1	BOPS|MDS
171024	SYNPO2	-
196528	ARID2	BAF200|p200
199731	CADM4	IGSF4C|NECL4|Necl-4|TSLL2|synCAM4
200504	GKN2	BRICD1B|GDDR|PRO813|TFIZ1|VLTI465
201163	FLCN	BHD|FLCL
201501	ZBTB7C	APM-1|APM1|ZBTB36|ZNF857C
219285	SAMD9L	C7orf6|DRIF2|UEF1
219333	USP12	UBH1|USP12L1
219699	UNC5B	UNC5H2|p53RDL1
220296	HEPACAM	GlialCAM|MLC2A|MLC2B
222235	FBXL13	Fbl13
222236	NAPEPLD	FMP30|NAPE-PLD
253559	CADM2	IGSF4D|NECL3|Necl-3|SynCAM 2|synCAM2
253738	EBF3	COE3|EBF-3|O/E-2|OE-2
254394	MCM9	C6orf61|MCMDC1|dJ329L24.1|dJ329L24.3
255877	BCL6B	BAZF|ZBTB28|ZNF62
257218	SHPRH	bA545I5.2
259230	SGMS1	MOB|MOB1|SMS1|TMEM23|hmob33
283120	H19	ASM|ASM1|BWS|D11S813E|LINC00008|NCRNA00008|PRO2605|WT2
283349	RASSF3	RASSF5
283518	KCNRG	DLTET
284406	ZFP82	ZNF545
285194	TUSC7	LINC00902|LSAMP-AS1|LSAMP-AS3|LSAMPAS3|NCRNA00295
285671	RNF180	RINES
286319	TUSC1	TSG-9|TSG9
286826	LIN9	BARA|BARPsv|Lin-9|TGS|TGS1|TGS2
338442	HCAR2	GPR109A|HCA2|HM74a|HM74b|NIACR1|PUMAG|Puma-g
339967	TMPRSS11A	ECRG1
347252	IGFBPL1	IGFBP-RP4|IGFBPRP4|bA113O24.1
347745	PWAR4	PAR-4|PAR4
373863	DND1	RBMS4
374654	KIF7	ACLS|HLS2|JBTS12|UNQ340
378708	APITD1	CENP-S|CENPS|FAAP16|MHF1
387496	RASL11A	-
400410	ST20	HCCS-1
401494	HACD4	PTPLAD2
406881	MIRLET7A1	LET7A1|MIRNLET7A1|let-7a-1
406882	MIRLET7A2	LET7A2|MIRNLET7A2|let-7a-2
406883	MIRLET7A3	LET7A3|MIRNLET7A3|let-7a-3
406884	MIRLET7B	LET7B|MIRNLET7B|hsa-let-7b|let-7b
406885	MIRLET7C	LET7C|MIRNLET7C|hsa-let-7c|let-7c
406886	MIRLET7D	LET7D|MIRNLET7D|hsa-let-7d|let-7d
406887	MIRLET7E	LET7E|MIRNLET7E|hsa-let-7e|let-7e
406888	MIRLET7F1	LET7F1|MIRNLET7F1|let-7f-1
406889	MIRLET7F2	LET7F2|MIRNLET7F2|let-7f-2
406890	MIRLET7G	LET7G|MIRNLET7G|hsa-let-7g
406891	MIRLET7I	LET7I|MIRNLET7I|hsa-let-7i
406892	MIR100	MIRN100|miR-100
406893	MIR101-1	MIRN101-1
406894	MIR101-2	MIRN101-2
406899	MIR106A	MIRN106A|mir-106
406901	MIR107	MIRN107|miR-107
406902	MIR10A	MIRN10A|hsa-mir-10a|miRNA10A|mir-10a
406904	MIR1-1	MIRN1-1|hsa-mir-1-1|miRNA1-1
406905	MIR1-2	MIRN1-2|hsa-mir-1-2|miRNA1-2
406906	MIR122	MIR122A|MIRN122|MIRN122A|hsa-mir-122|miRNA122|miRNA122A
406907	MIR124-1	MIR124A|MIR124A1|MIRN124-1|MIRN124A1
406908	MIR124-2	MIRN124-2|MIRN124A2
406909	MIR124-3	MIRN124-3|MIRN124A3
406910	MIR125A	MIRN125A|miRNA125A
406911	MIR125B1	MIRN125B1
406912	MIR125B2	MIRN125B2
406913	MIR126	MIRN126|miRNA126
406914	MIR127	MIRN127|miRNA127
406917	MIR129-1	MIR-129b|MIRN129-1
406918	MIR129-2	MIR-129b|MIRN129-2|mir-129-2
406919	MIR130A	MIRN130A|miRNA130A
406921	MIR132	MIRN132|miRNA132
406922	MIR133A1	MIRN133A1
406923	MIR133A2	MIRN133A2
406924	MIR134	MIRN134
406925	MIR135A1	MIRN135-1|MIRN135A1
406926	MIR135A2	MIRN135-2|MIRN135A2
406927	MIR136	MIRN136|miRNA136
406928	MIR137	MIRN137|miR-137
406929	MIR138-1	MIRN138-1
406930	MIR138-2	MIRN138-2
406932	MIR140	MIRN140|miRNA140
406933	MIR141	MIRN141
406934	MIR142	MIRN142
406935	MIR143	MIRN143
406937	MIR145	MIRN145|miR-145|miRNA145
406938	MIR146A	MIRN146|MIRN146A|miR-146a|miRNA146A
406939	MIR147A	MIR147|MIRN147|hsa-mir-147a
406940	MIR148A	MIRN148|MIRN148A|hsa-mir-148
406941	MIR149	MIRN149
406942	MIR150	MIRN150|miRNA150
406943	MIR152	MIRN152
406947	MIR155	MIRN155|miRNA155
406948	MIR15A	MIRN15A|hsa-mir-15a|miRNA15A
406950	MIR16-1	MIRN16-1|miRNA16-1
406951	MIR16-2	MIRN16-2|mir-16-3
406952	MIR17	MIR17-5p|MIR91|MIRN17|MIRN91|hsa-mir-17|miR-17|miR17-3p|miRNA17|miRNA91
406953	MIR18A	MIR18|MIRN18|MIRN18A|hsa-mir-18|hsa-mir-18a|miR-18|miRNA18A
406954	MIR181A2	MIRN181A|MIRN181A2|hsa-mir-181a-2
406955	MIR181B1	MIRN181B1
406956	MIR181B2	MIRN181B2
406957	MIR181C	MIRN181C|mir-181c
406958	MIR182	MIRN182|miRNA182
406959	MIR183	MIRN183|miR-183|miRNA183
406961	MIR185	MIRN185|miR-185
406962	MIR186	MIRN186|miR-186
406963	MIR187	MIRN187|miR-187|miRNA187
406967	MIR192	MIRN192|miR-192|miRNA192
406968	MIR193A	MIRN193|MIRN193A
406969	MIR194-1	MIRN194-1
406970	MIR194-2	MIRN194-2
406971	MIR195	MIRN195|miRNA195
406973	MIR196A2	MIRN196-2|MIRN196A2
406975	MIR198	MIRN198|miR-198
406976	MIR199A1	MIR-199-s|MIRN199A1
406982	MIR20A	MIR20|MIRN20|MIRN20A|hsa-mir-20|hsa-mir-20a|miR-20|miRNA20A
406983	MIR200A	MIRN200A
406984	MIR200B	MIRN200B
406985	MIR200C	MIRN200C
406986	MIR203A	MIR203|MIRN203|hsa-mir-203a|miR-203|miRNA203
406987	MIR204	MIRN204|miRNA204
406988	MIR205	MIRN205
406989	MIR206	MIRN206|miRNA206
406992	MIR210	MIRN210|mir-210
406993	MIR211	MIRN211|mir-211
406995	MIR181A1	MIR213|MIRN181A1|MIRN213|hsa-mir-181a-1|mir-213
406996	MIR214	MIRN214|miRNA214|mir-214
406997	MIR215	MIRN215|miRNA215|mir-215
406999	MIR217	MIRN217|mir-217
407000	MIR218-1	MIRN218-1|mir-218-1
407001	MIR218-2	MIRN218-2|mir-218-2
407002	MIR219A1	MIR219-1|MIRN219-1|MRI219-1|hsa-mir-219a-1|mir-219
407004	MIR22	MIRN22|hsa-mir-22|miR-22
407007	MIR222	MIRN222|miRNA222|mir-222
407008	MIR223	MIRN223|miRNA223|mir-223
407010	MIR23A	MIRN23A|hsa-mir-23a|miRNA23A
407011	MIR23B	MIRN23B|hsa-mir-23b|miRNA23B
407012	MIR24-1	MIR189|MIRN24-1|miR-24-1|miRNA24-1
407014	MIR25	MIRN25|hsa-mir-25|miR-25
407015	MIR26A1	MIR26A|MIRN26A1
407016	MIR26A2	MIRN26A2
407017	MIR26B	MIRN26B|hsa-mir-26b|miR-26b
407018	MIR27A	MIR27|MIRN27A
407019	MIR27B	MIR-27b|MIRN27B|miRNA27B
407020	MIR28	MIRN28|hsa-mir-28|miR-28
407021	MIR29A	MIRN29|MIRN29A|hsa-mir-29|hsa-mir-29a|miRNA29A
407022	MIR296	MIRN296|miRNA296
407024	MIR29B1	MIRN29B1|miRNA29B1
407026	MIR29C	MIRN29C|miRNA29C
407029	MIR30A	MIRN30A
407031	MIR30C1	MIRN30C1
407035	MIR31	MIRN31|hsa-mir-31|miR-31
407037	MIR320A	MIRN320|MIRN320A|hsa-mir-320a
407039	MIR33A	MIR33|MIRN33|MIRN33A|hsa-mir-33|hsa-mir-33a|miR-33|miRNA33A
407040	MIR34A	MIRN34A|miRNA34A|mir-34
407041	MIR34B	MIRN34B|miRNA34B
407042	MIR34C	MIRN34C|miRNA34C
407043	MIR7-1	MIRN7-1|hsa-mir-7-1|mir-7-1
407044	MIR7-2	MIRN7-2|hsa-mir-7-2|mir-7-2
407045	MIR7-3	MIRN7-3|hsa-mir-7-3|mir-7-3
407046	MIR9-1	MIRN9-1|hsa-mir-9-1|miRNA9-1
407047	MIR9-2	MIRN9-2|hsa-mir-9-2|miRNA9-2
407051	MIR9-3	MIRN9-3|hsa-mir-9-3|miRNA9-3
407054	MIR98	MIRN98|hsa-mir-98|miR-98
407055	MIR99A	MIRN99A
414899	BLID	BRCC2
442892	MIR148B	MIRN148B|mir-148b
442894	MIR302B	MIRN302B
442900	MIR326	MIRN326|hsa-mir-326
442904	MIR335	MIRN335|hsa-mir-335|miRNA335
442906	MIR338	MIRN338|hsa-mir-338
442908	MIR340	MIRN340|hsa-mir-340
442912	MIR367	MIRN367|hsa-mir-367
442915	MIR370	MIRN370|hsa-mir-370
442920	MIR196B	MIRN196B|miR-196b|miRNA196B
494324	MIR375	MIRN375|hsa-mir-375|miRNA375
494327	MIR378A	MIR378|MIRN378|hsa-mir-378|hsa-mir-378a|miRNA378
494332	MIR383	MIRN383|hsa-mir-383
494334	MIR422A	MIRN422A
494336	MIR424	MIR322|MIRN424|hsa-mir-424|miRNA424
554213	MIR449A	MIRN449|MIRN449A|hsa-mir-449
574033	MIR18B	MIRN18B|hsa-mir-18b
574408	MIR329-1	MIRN329-1
574411	MIR451A	MIR451|MIRN451|hsa-mir-451|hsa-mir-451a
574413	MIR409	MIRN409|hsa-mir-409
574434	MIR410	MIRN410|hsa-mir-410
574443	MIR490	MIRN490|hsa-mir-490|miR-490
574445	MIR511	MIR511-1|MIR511-2|MIRN511-1|MIRN511-2|hsa-mir-511|hsa-mir-511-2
574450	MIR493	MIRN493|hsa-mir-493
574452	MIR494	MIRN494|hsa-mir-494
574453	MIR495	MIRN495|hsa-mir-495
574455	MIR193B	MIRN193B
574456	MIR497	MIRN497|hsa-mir-497
574473	MIR520B	MIRN520B
574476	MIR520C	MIRN520C
574479	MIR517A	MIRN517A
574480	MIR519D	MIRN519D
574504	MIR502	MIRN502|hsa-mir-502
574506	MIR503	MIRN503|hsa-mir-503
574507	MIR504	MIRN504|hsa-mir-504
574508	MIR505	MIRN505|hsa-mir-505
574513	MIR508	MIRN508|hsa-mir-508
619552	MIR483	MIRN483|hsa-mir-483
619554	MIR486-1	MIR486|MIRN486|hsa-mir-486|hsa-mir-486-1
644943	RASSF10	-
645811	CCDC154	C16orf29
664616	MIR487B	MIRN487B
693123	MIR449B	MIRN449B
693135	MIR551A	MIRN551A
693159	MIR574	MIR574-3p|MIRN574|hsa-mir-574
693200	MIR615	MIRN615|hsa-mir-615
693221	MIR636	MIRN636|hsa-mir-636
100126299	VTRNA2-1	CBL-3|CBL3|MIR886|MIRN886|VTRNA2|hsa-mir-886|hvg-5|nc886
100126306	MIR888	MIRN888|hsa-mir-888
100126329	MIR941-1	MIRN941-1
100126333	MIR708	MIRN708|hsa-mir-708
100126337	MIR509-3	MIRN509-3
100126343	MIR874	MIRN874|hsa-mir-874
100132074	FOXO6	-
100302145	MIR1247	MIRN1247|hsa-mir-1247
100302187	MIR1297	MIRN1297|hsa-mir-1297
100302221	MIR1291	MIRN1291|hsa-mir-1291
100302232	MIR1226	MIRN1226|hsa-mir-1226
101927423	PANO1	PANO
102800311	TP53COR1	linc-p21
103344718	HOTS	-
100507098	ADAMTS9-AS2	-
255082	CASC2	C10orf5
80307	FER1L4	C20orf124
378805	LINC-PINT	LincRNA-Pint|MKLN1-AS1|PINT
401317	LOC401317	-
326343	MT1DP	MTM
100886964	PTCSC3	-
732253	TDRG1	LINC00532
7503	XIST	DXS1089|DXS399E|LINC00001|NCRNA00001|SXI1|swd66
441951	ZFAS1	C20orf199|HSUP1|HSUP2|NCRNA00275|ZNFX1-AS1
